Taxa1	Taxa1Imp	Taxa2	Taxa2Imp	Correlation
9	0.9307915432153822	21	0.9797820212701903	-0.7909090909090909
9	0.9307915432153822	26	1.0	-0.6818181818181818
9	0.9307915432153822	33	0.7987013381771129	-0.6818181818181818
9	0.9307915432153822	46	0.7916631857485323	-0.697277051246695
9	0.9307915432153822	9	0.9307915432153822	0
10	0.5889668970642952	12	0.882026773662719	0.8090909090909091
10	0.5889668970642952	16	0.9132972982881752	0.8363636363636363
10	0.5889668970642952	18	0.8744480264313471	0.8636363636363636
10	0.5889668970642952	21	0.9797820212701903	0.8727272727272727
10	0.5889668970642952	32	0.6229468044832371	0.7272727272727273
10	0.5889668970642952	33	0.7987013381771129	0.7454545454545454
10	0.5889668970642952	35	0.15677728013782755	-0.701596353270436
10	0.5889668970642952	10	0.5889668970642952	0
11	0.29140744610868985	12	0.882026773662719	0.7363636363636363
11	0.29140744610868985	17	0.12446535041712088	0.6909090909090909
11	0.29140744610868985	54	0.7466872444888875	-0.7187383157900842
11	0.29140744610868985	11	0.29140744610868985	0
12	0.882026773662719	16	0.9132972982881752	0.7727272727272727
12	0.882026773662719	18	0.8744480264313471	0.7545454545454546
12	0.882026773662719	21	0.9797820212701903	0.7909090909090909
12	0.882026773662719	26	1.0	0.6454545454545454
12	0.882026773662719	30	0.5518238429578303	0.8545454545454546
12	0.882026773662719	31	0.4821464451178537	0.7727272727272727
12	0.882026773662719	32	0.6229468044832371	0.6727272727272727
12	0.882026773662719	46	0.7916631857485323	0.6330541649476574
12	0.882026773662719	54	0.7466872444888875	-0.7980473713255417
12	0.882026773662719	12	0.882026773662719	0
13	0.196386969158185	18	0.8744480264313471	-0.6789276551612557
13	0.196386969158185	24	0.16243679373948938	-0.6330541649476574
13	0.196386969158185	25	0.2442184369315645	-0.6482912794051882
13	0.196386969158185	13	0.196386969158185	0
14	0.04572233641653068	23	0.04572233641653068	1.0
14	0.04572233641653068	53	0.04572233641653068	1.0
14	0.04572233641653068	61	0.11135677864615529	0.7416198487095663
14	0.04572233641653068	14	0.04572233641653068	0
15	0.04462866242347907	22	0.026097223982038065	-0.6292853089020909
15	0.04462866242347907	35	0.15677728013782755	-0.8063802242134231
15	0.04462866242347907	44	0.045057079806545615	0.7181818181818183
15	0.04462866242347907	15	0.04462866242347907	0
16	0.9132972982881752	18	0.8744480264313471	0.8363636363636363
16	0.9132972982881752	21	0.9797820212701903	0.9454545454545454
16	0.9132972982881752	26	1.0	0.8272727272727273
16	0.9132972982881752	30	0.5518238429578303	0.7272727272727273
16	0.9132972982881752	33	0.7987013381771129	0.7181818181818183
16	0.9132972982881752	42	0.494852547905018	0.6454545454545454
16	0.9132972982881752	46	0.7916631857485323	0.614704768862218
16	0.9132972982881752	49	0.5287489279581611	0.6833730713673077
16	0.9132972982881752	54	0.7466872444888875	-0.708824683848152
16	0.9132972982881752	16	0.9132972982881752	0
17	0.12446535041712088	25	0.2442184369315645	-0.7425987375524745
17	0.12446535041712088	17	0.12446535041712088	0
18	0.8744480264313471	20	0.26118766502473356	0.7181818181818183
18	0.8744480264313471	21	0.9797820212701903	0.9
18	0.8744480264313471	26	1.0	0.6272727272727273
18	0.8744480264313471	31	0.4821464451178537	0.6545454545454545
18	0.8744480264313471	32	0.6229468044832371	0.7454545454545454
18	0.8744480264313471	33	0.7987013381771129	0.7454545454545454
18	0.8744480264313471	41	0.36368739522662136	0.6373816841229525
18	0.8744480264313471	49	0.5287489279581611	0.615035764230577
18	0.8744480264313471	18	0.8744480264313471	0
19	0.05997122765619169	52	0.344834563079164	0.6706210705911764
19	0.05997122765619169	19	0.05997122765619169	0
20	0.26118766502473356	24	0.16243679373948938	0.6090909090909091
20	0.26118766502473356	37	0.10659208157054696	0.6545454545454545
20	0.26118766502473356	47	0.12317560097497245	-0.6607158652139773
20	0.26118766502473356	55	0.12317560097497245	-0.6607158652139773
20	0.26118766502473356	20	0.26118766502473356	0
21	0.9797820212701903	26	1.0	0.7545454545454546
21	0.9797820212701903	30	0.5518238429578303	0.6272727272727273
21	0.9797820212701903	32	0.6229468044832371	0.6818181818181818
21	0.9797820212701903	33	0.7987013381771129	0.8636363636363636
21	0.9797820212701903	46	0.7916631857485323	0.6330541649476574
21	0.9797820212701903	49	0.5287489279581611	0.701596353270436
21	0.9797820212701903	54	0.7466872444888875	-0.6443860762255926
21	0.9797820212701903	56	0.5817273186437889	0.6094671578109984
21	0.9797820212701903	21	0.9797820212701903	0
22	0.026097223982038065	22	0.026097223982038065	0
23	0.04572233641653068	53	0.04572233641653068	1.0
23	0.04572233641653068	61	0.11135677864615529	0.7416198487095663
23	0.04572233641653068	23	0.04572233641653068	0
24	0.16243679373948938	43	0.3861838857136273	0.6514823280368335
24	0.16243679373948938	24	0.16243679373948938	0
25	0.2442184369315645	41	0.36368739522662136	0.6877970606908216
25	0.2442184369315645	52	0.344834563079164	0.6721504250758357
25	0.2442184369315645	25	0.2442184369315645	0
26	1.0	30	0.5518238429578303	0.6727272727272727
26	1.0	42	0.494852547905018	0.6545454545454545
26	1.0	43	0.3861838857136273	0.615035764230577
26	1.0	46	0.7916631857485323	0.669752957118536
26	1.0	49	0.5287489279581611	0.6059241232790129
26	1.0	54	0.7466872444888875	-0.6295156283126944
26	1.0	56	0.5817273186437889	0.6141195788629907
26	1.0	26	1.0	0
27	0.21955111027873145	33	0.7987013381771129	0.6090909090909091
27	0.21955111027873145	48	0.22346457428366942	-0.7304301051627996
27	0.21955111027873145	27	0.21955111027873145	0
28	0.025913119929219318	36	0.18278482963509532	-0.6315167833034491
28	0.025913119929219318	28	0.025913119929219318	0
29	0.01644590578596972	44	0.045057079806545615	-0.7927127627860769
29	0.01644590578596972	29	0.01644590578596972	0
30	0.5518238429578303	31	0.4821464451178537	0.7545454545454546
30	0.5518238429578303	42	0.494852547905018	0.6454545454545454
30	0.5518238429578303	54	0.7466872444888875	-0.8377018990932704
30	0.5518238429578303	30	0.5518238429578303	0
31	0.4821464451178537	32	0.6229468044832371	0.6636363636363636
31	0.4821464451178537	40	0.23759867257968503	-0.6474962060880323
31	0.4821464451178537	49	0.5287489279581611	0.6560381485126154
31	0.4821464451178537	54	0.7466872444888875	-0.708824683848152
31	0.4821464451178537	31	0.4821464451178537	0
32	0.6229468044832371	33	0.7987013381771129	0.6454545454545454
32	0.6229468044832371	36	0.18278482963509532	0.60968836442883
32	0.6229468044832371	41	0.36368739522662136	0.6094671578109984
32	0.6229468044832371	32	0.6229468044832371	0
33	0.7987013381771129	36	0.18278482963509532	0.6691701560804232
33	0.7987013381771129	52	0.344834563079164	0.6301525577106744
33	0.7987013381771129	56	0.5817273186437889	0.6513389472789296
33	0.7987013381771129	33	0.7987013381771129	0
34	0.0	34	0.0	0
35	0.15677728013782755	35	0.15677728013782755	0
36	0.18278482963509532	36	0.18278482963509532	0
37	0.10659208157054696	38	0.04686539482694394	0.8257228238447705
37	0.10659208157054696	37	0.10659208157054696	0
38	0.04686539482694394	38	0.04686539482694394	0
39	0.09298241477409339	40	0.23759867257968503	0.6821835028427484
39	0.09298241477409339	54	0.7466872444888875	0.7732632914707112
39	0.09298241477409339	39	0.09298241477409339	0
40	0.23759867257968503	46	0.7916631857485323	-0.618457037112371
40	0.23759867257968503	54	0.7466872444888875	0.7060942978049651
40	0.23759867257968503	40	0.23759867257968503	0
41	0.36368739522662136	56	0.5817273186437889	0.6023809523809524
41	0.36368739522662136	60	0.1088241559184135	0.6210590034081187
41	0.36368739522662136	41	0.36368739522662136	0
42	0.494852547905018	43	0.3861838857136273	0.6605939689883975
42	0.494852547905018	48	0.22346457428366942	-0.6885583156948685
42	0.494852547905018	42	0.494852547905018	0
43	0.3861838857136273	48	0.22346457428366942	-0.6947916070707282
43	0.3861838857136273	61	0.11135677864615529	0.6622226308314962
43	0.3861838857136273	43	0.3861838857136273	0
44	0.045057079806545615	44	0.045057079806545615	0
45	0.11880093120858881	48	0.22346457428366942	-0.6244750882160706
45	0.11880093120858881	51	0.028268774394247135	0.6902093080282884
45	0.11880093120858881	45	0.11880093120858881	0
46	0.7916631857485323	52	0.344834563079164	0.7934920476158722
46	0.7916631857485323	54	0.7466872444888875	-0.6253127345704835
46	0.7916631857485323	46	0.7916631857485323	0
47	0.12317560097497245	55	0.12317560097497245	0.9999999999999998
47	0.12317560097497245	47	0.12317560097497245	0
48	0.22346457428366942	48	0.22346457428366942	0
49	0.5287489279581611	49	0.5287489279581611	0
50	0.013150723705353183	51	0.028268774394247135	-0.7238095238095238
50	0.013150723705353183	50	0.013150723705353183	0
51	0.028268774394247135	51	0.028268774394247135	0
52	0.344834563079164	56	0.5817273186437889	0.6331471788929142
52	0.344834563079164	52	0.344834563079164	0
53	0.04572233641653068	61	0.11135677864615529	0.7416198487095663
53	0.04572233641653068	53	0.04572233641653068	0
54	0.7466872444888875	54	0.7466872444888875	0
55	0.12317560097497245	55	0.12317560097497245	0
56	0.5817273186437889	56	0.5817273186437889	0
57	0.0	57	0.0	0
58	0.08390185058285092	58	0.08390185058285092	0
59	0.0	59	0.0	0
60	0.1088241559184135	60	0.1088241559184135	0
61	0.11135677864615529	61	0.11135677864615529	0
