0	0	0	0	0	0	-0.8571428571428573	-0.7142857142857144	0	0	0	-0.8333333333333335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.880952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7610194341477615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8571428571428573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.880952380952381	0	-0.904761904761905	0	0	0	0	0	0	0.790433332862751	0	0	0	0	0	0	0	0	0	0.8728715609439696	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7142857142857144	0	0	0	0	0	0	-0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	-0.7142857142857144	0	0	0	0.8783100656536801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8571428571428573	-0.7380952380952382	0	0	0	0	0	-0.7990704058551497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7075275528876868	-0.8244377203267418	0	0	0	0	0	0	0	0	0.7319250547113999	0	0	0	0	0
0	0	0	0	0	-0.8095238095238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8624886920341297	0.95150257112482	0	0	0	0	0	0	0	0	0	0	0.8333333333333335	0	0	0	0	0	0	0	0.8571428571428573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.8095238095238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7356521196761696	-0.7563225565351134	0	0.8244377203267418	0	0	0	0	0	0	0	0	-0.8095238095238095	0	0	0	-0.7142857142857144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.8571428571428573	0	0	0	0	0	0	0	0	0	0	0.8333333333333335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7380952380952382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.7142857142857144	0	0	0	0	0	0	0	0	0	0	0	0.761904761904762	0	0	0.8333333333333335	0	0	0	0.9285714285714287	0.7857142857142858	0	0	0	0	0.9523809523809526	0	0	0	0.880952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8455943246644706	0	0.8295150620062532	0	0	0	0	0.7319250547113999	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.9523809523809526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7910398521054726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-0.80511756018254	0	0	-0.80511756018254	0	0	0	0	0	0	0	-0.7807200583588266	0	-0.7563225565351134	0	0	0	0	-0.8295150620062532	-0.7319250547113999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.9523809523809526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8455943246644706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.8333333333333335	0	0	0	0	0	0.8333333333333335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7637626158259734	0	0
0	0	0	0	0	0	0	0.761904761904762	0	-0.80511756018254	0	0	0	0	0	0.8571428571428573	0	0	0	0.7380952380952382	0	0.7229684624403735	0	0.7142857142857144	0	0.880952380952381	0	0	0	0	0.880952380952381	0.8571428571428573	0	0	0	0	0	0	0	0	0	0	0.761904761904762	0	0	0	0	0	0	0.8455943246644706	0	0.7075275528876868	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8571428571428573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8455943246644706	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	0.7075275528876868	0	0	0	0	0	0	0	0	0	0	0	0.7092081432669753	0	0	0	0	0	0	-0.7319250547113999	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.8333333333333335	0	-0.80511756018254	0	0	0.8571428571428573	0	0	0	0	0	0	0.7380952380952382	0	0	0	0.9523809523809526	0	0.9523809523809526	0	0	0	0	0.8571428571428573	0.7142857142857144	0	0	0	0	0	0	0	0	0	0	0.880952380952381	0	0	0	0	0	0	0.7637626158259734	0	0	0	0	0	0	0.7319250547113999	0	0	0	0	0
0	0.8571428571428573	0	0	0	0	0	0	0	0	0	0	0	-0.8571428571428573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7857142857142858	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7364853795464744	0	0	0	0	0.8455943246644706	0	0	0	0	0	0
0	0	0	-0.8571428571428573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7857142857142858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.7380952380952382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7857142857142858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.9285714285714287	0	0	0	0	0.7380952380952382	0	0	0.7380952380952382	0	0	0	0	0.904761904761905	0	0	0	-0.7356521196761696	0.880952380952381	0	0	0	0.761904761904762	0	0	-0.7075275528876868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8455943246644706	0	0.7807200583588266	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.7857142857142858	0	0	0	0	0	0	-0.761904761904762	0	0	0	0	0.904761904761905	0	0	0	0	-0.7610194341477615	0	0	0	0	0.7142857142857144	0	0	-0.7807200583588266	0	0	0	0	0.7380952380952382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7563225565351134	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.8624886920341297	-0.7356521196761696	0	0	0	0	0	0	0.7229684624403735	0	0	0	0	0	0	0	0	0	0.9357754408380655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8498050347983337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.95150257112482	-0.7563225565351134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9357754408380655	0	0	0	0	0	0	0	0	0	0	0	0.7319250547113999	0.7267220926874316	0	-0.7075275528876868	0	0	0	0	0.95150257112482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.7142857142857144	0	0	0	0	0	0	-0.7807200583588266	0	0	0.7142857142857144	0	0	0.9523809523809526	0	0	0	0	0	0	0	0	0	0.8333333333333335	0	0	0	0	0.8095238095238095	0	0	0	0	0	0	0	0	0	0	0	0.8571428571428573	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7075275528876868	0	0	0	0	0
0	0	0	-0.7990704058551497	0	0.8244377203267418	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7356521196761696	-0.7610194341477615	0	0	0	0	0	0	0	0	0	0	0	0	-0.7610194341477615	0	0	0	-0.8371213775625378	0	0	0	0	0	0	0	0	0	0.8648648648648648	0	0	0	0	0	0	0	0	-0.8058066296105564	0	0	0	0	0
