Taxa1	Taxa1Imp	Taxa2	Taxa2Imp	Correlation
26	0.753784366433642	30	0.3887555509782088	0.6783216783216784
26	0.753784366433642	37	0.5716184541194294	0.7132867132867134
26	0.753784366433642	26	0.753784366433642	0
27	0.2905708240969119	56	0.41511702811166	-0.6700632434252528
27	0.2905708240969119	27	0.2905708240969119	0
28	0.6027958169803369	36	0.670648462281148	0.6506165092713256
28	0.6027958169803369	55	0.4341272624013295	0.8656903097843534
28	0.6027958169803369	28	0.6027958169803369	0
29	0.4213959856538219	32	0.3047976610967113	-0.6349295223253277
29	0.4213959856538219	53	0.5723706821048987	0.6675141083138443
29	0.4213959856538219	29	0.4213959856538219	0
30	0.3887555509782088	37	0.5716184541194294	0.7132867132867134
30	0.3887555509782088	30	0.3887555509782088	0
31	0.22046932270009512	33	0.5075093561192472	0.7482517482517483
31	0.22046932270009512	44	0.2711805923541971	0.5849396010625192
31	0.22046932270009512	50	0.17505221934209295	0.6232992349672035
31	0.22046932270009512	31	0.22046932270009512	0
32	0.3047976610967113	32	0.3047976610967113	0
33	0.5075093561192472	43	0.37453011482708864	0.5919448657459025
33	0.5075093561192472	44	0.2711805923541971	0.7355527917552636
33	0.5075093561192472	55	0.4341272624013295	0.6394357500510085
33	0.5075093561192472	33	0.5075093561192472	0
34	0.19493781363367663	36	0.670648462281148	0.5824643299811064
34	0.19493781363367663	50	0.17505221934209295	-0.6195669042188969
34	0.19493781363367663	34	0.19493781363367663	0
35	0.3449372331937104	36	0.670648462281148	-0.7247576008498138
35	0.3449372331937104	35	0.3449372331937104	0
36	0.670648462281148	55	0.4341272624013295	0.7191046472927786
36	0.670648462281148	36	0.670648462281148	0
37	0.5716184541194294	37	0.5716184541194294	0
38	0.03703965683420449	45	0.0356543666387618	-0.6082787007132365
38	0.03703965683420449	38	0.03703965683420449	0
39	0.0628113972217044	58	0.030472574601082592	0.6706277378583748
39	0.0628113972217044	39	0.0628113972217044	0
40	0.0	40	0.0	0
41	0.41291726333496986	42	0.1765324778275392	-0.6339764538462034
41	0.41291726333496986	56	0.41511702811166	0.5874527065646052
41	0.41291726333496986	41	0.41291726333496986	0
42	0.1765324778275392	42	0.1765324778275392	0
43	0.37453011482708864	49	0.31100348376597686	0.7627040392731284
43	0.37453011482708864	43	0.37453011482708864	0
44	0.2711805923541971	60	0.186473414405139	0.6408137859393817
44	0.2711805923541971	44	0.2711805923541971	0
45	0.0356543666387618	45	0.0356543666387618	0
46	0.27359079963165284	49	0.31100348376597686	0.7115541099518314
46	0.27359079963165284	52	0.23776028538247168	0.5934424260562083
46	0.27359079963165284	46	0.27359079963165284	0
47	0.18782038955556513	52	0.23776028538247168	0.604267319353088
47	0.18782038955556513	54	0.1605897979549568	0.7385489458759964
47	0.18782038955556513	60	0.186473414405139	0.604267319353088
47	0.18782038955556513	47	0.18782038955556513	0
48	0.11777717446803339	48	0.11777717446803339	0
49	0.31100348376597686	49	0.31100348376597686	0
50	0.17505221934209295	60	0.186473414405139	0.6311944030978031
50	0.17505221934209295	50	0.17505221934209295	0
51	0.32966270945811976	51	0.32966270945811976	0
52	0.23776028538247168	53	0.5723706821048987	0.6354030016359402
52	0.23776028538247168	54	0.1605897979549568	0.9834710743801653
52	0.23776028538247168	52	0.23776028538247168	0
53	0.5723706821048987	54	0.1605897979549568	0.659380473395787
53	0.5723706821048987	53	0.5723706821048987	0
54	0.1605897979549568	54	0.1605897979549568	0
55	0.4341272624013295	55	0.4341272624013295	0
56	0.41511702811166	56	0.41511702811166	0
57	0.0	57	0.0	0
58	0.030472574601082592	58	0.030472574601082592	0
59	0.0	59	0.0	0
60	0.186473414405139	60	0.186473414405139	0
61	0.0	61	0.0	0
