0	0	0	0	0	0	-0.8095238095238095	0	0	-0.8095238095238095	0	0	0	-0.904761904761905	0	0	0	0	0	0	0	0	0	-0.7380952380952382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7325886315065459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8333333333333335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.880952380952381	0	0	0	0	0	0.8571428571428573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.7142857142857144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7990704058551497	0	-0.761904761904762	0	0.7075275528876868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9027075674773933	0	0	0	0	0	0	0	0	-0.7563225565351134	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.7142857142857144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8095238095238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7784570702436184	0	0	-0.7807200583588266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7910398521054726	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7142857142857144	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7857142857142858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7319250547113999	0.8862434338158117	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7380952380952382	0	0	0	0	0	0	0	0	0.904761904761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.8095238095238095	0	0	0	0	0	0	0	0	0.7142857142857144	0	0.761904761904762	0	0.8095238095238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7325886315065459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-0.7075275528876868	0	0	0	0	0	0	0	0	0	-0.7075275528876868	0	0	0	0	0	-0.7563225565351134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7363210405107239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7380952380952382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.8095238095238095	0	0	0	0	0	0.7142857142857144	0	0	0	0.904761904761905	0.8095238095238095	0	0.8571428571428573	0	0	0	0	0	0.8095238095238095	0	0	0	0	0.761904761904762	0.7142857142857144	0	0	0	0.8095238095238095	0	0	0	0	0	0	0	0	0	-0.7910398521054726	0	0	0	0	0	0	0	0	0.7807200583588266	0	0	0.8371213775625378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.904761904761905	0	0	0.7857142857142858	0	0	0.8333333333333335	0	0	0	0.9523809523809526	0	0	0.7380952380952382	0	0.8095238095238095	0.904761904761905	0	0	0	0.880952380952381	0	0	0	0	0	0	0	0	0	-0.7637626158259734	0	0	0	0	0	0	0	0	0.80511756018254	0	0	0.913223320977314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.761904761904762	0	0	0.8095238095238095	0	0	0	0.7142857142857144	0	0	0	0	0.7142857142857144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7483357769119656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.7075275528876868	0	0	0.7857142857142858	0	0	0	0	0.8095238095238095	0	0	0	0.8333333333333335	0.7319250547113999	0	0.761904761904762	0	0	0.880952380952381	0	0	0.761904761904762	0	0	0.904761904761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.904761904761905	0	0	0	0	0	0.8095238095238095	0	0	0.8571428571428573	0	0.7142857142857144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7637626158259734	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8622909085775466	0	0	0.8295150620062532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.8333333333333335	0	0.8095238095238095	0	0	0	0	0	0	0.8333333333333335	0	0	0.9761904761904763	0	0	0.9761904761904763	0	0	0.7857142857142858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7784570702436184	0	0	0	0	0	0	0	0	0	0	0	0	0.7319250547113999	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7857142857142858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7910398521054726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.8095238095238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7356521196761696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7563225565351134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.8333333333333335	0	0	0.7142857142857144	0	0	0	-0.7380952380952382	0	0	0.7142857142857144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8095238095238095	0	0	0	0.904761904761905	-0.7102848052045775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.8095238095238095	0.9523809523809526	0	0.8333333333333335	0	0	0.8333333333333335	0	0	0	0	0	0	0.7380952380952382	0	0.8095238095238095	0.904761904761905	0	0	0	0.7380952380952382	0	0.761904761904762	0	0	0	0	0	0	0	-0.7910398521054726	0	0	0	0	0	0	0	0	0.7075275528876868	0	0	0.8244377203267418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.7319250547113999	0	0	0	0	0	0	0.7319250547113999	0	0	0	0	0	0	0	0	0.9326733179802504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7563225565351134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.8862434338158117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9326733179802504	0	0	0	0	0	0	-0.7349397590361445	0	0	0	0	0	0	0	0.7425282823862207	-0.7425282823862207	0	0	0	0	0	0	0	0.8982196964349443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.7075275528876868	0	0	0.7380952380952382	0	0.761904761904762	0	0	0.9761904761904763	0	0	0	0.7380952380952382	0	0	0	0	0	0.9285714285714287	0	0	0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.730552019767088	0	0	0	0	0	0	0	0	0	0	0	0	0.7075275528876868	0	0	0	0	0	0	0	0	0	0	0
-0.7380952380952382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.790433332862751	0	0	0	0	0	0	0	0	0	0	0	-0.7637626158259734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.761904761904762	0.8095238095238095	0	0	0	0	0	-0.7857142857142858	0	0	0.8095238095238095	0	0	0	0	0	0	0	0	0	0.7142857142857144	-0.7075275528876868	0	0	0	0	0	0	0	0	-0.8455943246644706	0	0	0	0	0	0	0	0	0.8783100656536801	0	0	0.8498050347983337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.7142857142857144	0.904761904761905	0	0.880952380952381	0	0	0.9761904761904763	0	0	0	0.904761904761905	0	0	0.9285714285714287	0	0	0	0	0	0.7380952380952382	0	0	0.7857142857142858	0	0	0	0	0	0	0	0	0	0	0	0.7545045450053532	0	0	0	0	0	0	0	0.7356521196761696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.7990704058551497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7356521196761696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7610194341477615	0	0	0	0	0	0	0	0	0	-0.8058066296105564	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7349397590361445	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7185757571479554	0	0	0	0	0	0	0	0	-0.8503146459584139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.761904761904762	0	0	0	0	-0.7563225565351134	0	0	0	0	0.761904761904762	0	0	0.7857142857142858	0	0	0	0	0	0	0.761904761904762	0	0	0.7380952380952382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8263621207201488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.8095238095238095	0.880952380952381	0	0	0	0	0	0	0	0	0.7380952380952382	0	0	0	0	0.7142857142857144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761904761904762	0	0.8539125638299666	0	0	0.913223320977314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.7075275528876868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7075275528876868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0.904761904761905	0	0	0	0	0	0	0.761904761904762	0	0	0	0	0	0.7857142857142858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.7857142857142858	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8095238095238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8095238095238095	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8455943246644706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9999999999999998	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.7380952380952382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7425282823862207	0	0	0	0	0	-0.7185757571479554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7990704058551497	0	0	0	0	0	0	0	0	0	0	0	0
0	0.880952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.904761904761905	0	0	-0.7425282823862207	0	0	0	0	0	0	0	0	0	0	-0.8095238095238095	0	0	0	0	-0.7610194341477615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7102848052045775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7610194341477615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.7784570702436184	0	0	0	0	0	0	0	0	0	0	0.8622909085775466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9326733179802504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-0.7910398521054726	-0.7637626158259734	0	0	0	0	0	0.7910398521054726	0	0	-0.7910398521054726	0	0	0	0	-0.8455943246644706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8385254915624211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.790433332862751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.7807200583588266	0	0	0	0	0	0	0	0	0	0	0.8295150620062532	0	0	0.7563225565351134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9326733179802504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
